0.0929995, 0.382887, 0.684437, 0
0.0759847, 0.274978, 0.549979, 0.349302
0.078473, 0.230009, 0.481112, 0.429082
0.0790781, 0.199437, 0.439916, 0.457042
0.0740772, 0.185625, 0.41187, 0.510647
0.068518, 0.174539, 0.389065, 0.526005
0.0655703, 0.166304, 0.368104, 0.542428
0.0629713, 0.160072, 0.349205, 0.543889
0.0598924, 0.153609, 0.332453, 0.530494
0.0578524, 0.148853, 0.317538, 0.516604
0.0569945, 0.14411, 0.303589, 0.497865
0.0558516, 0.139868, 0.291318, 0.478698
0.0547977, 0.135013, 0.279958, 0.46046
0.0537856, 0.130305, 0.270394, 0.446432
0.0526776, 0.126153, 0.263531, 0.433105
0.0515294, 0.123883, 0.256007, 0.419796
0.0502191, 0.120888, 0.249439, 0.407368
0.04926, 0.117958, 0.245801, 0.397134
0.0488626, 0.114894, 0.243815, 0.38895
0.0483141, 0.11207, 0.242283, 0.382708
0.0476007, 0.109436, 0.24151, 0.374673
0.0471042, 0.106976, 0.240779, 0.367417
0.0469038, 0.1048, 0.239264, 0.361513
0.0462171, 0.102798, 0.238552, 0.355672
0.045517, 0.100829, 0.236319, 0.349749
0.045399, 0.0990779, 0.233728, 0.344625
0.0454061, 0.0976145, 0.231984, 0.340308
0.0451836, 0.0960231, 0.229595, 0.336364
0.0444944, 0.0944391, 0.227634, 0.333913
0.0438673, 0.0930279, 0.225583, 0.333616
0.0431726, 0.0927317, 0.225221, 0.339779
0.0425393, 0.0932579, 0.226665, 0.348393
0.041896, 0.0930009, 0.226337, 0.351576
0.0413224, 0.0936017, 0.227031, 0.357048
0.040809, 0.0945295, 0.229029, 0.362214
0.0407995, 0.0954798, 0.233233, 0.366078
0.0411537, 0.0960088, 0.23878, 0.367639
0.0416997, 0.0958768, 0.243139, 0.366765
0.0420718, 0.0956737, 0.245439, 0.365958
0.0427125, 0.095488, 0.248381, 0.364778
0.0433333, 0.0956065, 0.250878, 0.363974
0.0433563, 0.0953651, 0.252187, 0.361771
0.0437585, 0.0953751, 0.254875, 0.360065
0.0438091, 0.094962, 0.257652, 0.357583
0.0442989, 0.0946383, 0.261689, 0.355431
0.0449871, 0.0947652, 0.26454, 0.354007
0.0461531, 0.0951948, 0.267952, 0.353325
0.0477056, 0.0957521, 0.27102, 0.352805
0.0490823, 0.0956276, 0.272907, 0.351819
0.0500605, 0.0953087, 0.27462, 0.350006
0.0506842, 0.094696, 0.276013, 0.347306
0.0508529, 0.0942734, 0.276041, 0.345066
0.0508522, 0.0937256, 0.275777, 0.342469
0.050708, 0.0930825, 0.275115, 0.339903
0.0505302, 0.092288, 0.274431, 0.337389
0.0504132, 0.0916096, 0.273761, 0.334801
0.050284, 0.0909101, 0.273112, 0.332444
0.0500787, 0.0902622, 0.271964, 0.331116
0.049945, 0.089511, 0.271039, 0.329224
0.0496729, 0.0888365, 0.269641, 0.32921
0.0493751, 0.0882761, 0.268507, 0.330028
0.0491258, 0.0877011, 0.267634, 0.330334
0.0489737, 0.0871023, 0.26709, 0.330031
0.0488436, 0.0865225, 0.266251, 0.32988
0.0487363, 0.0860076, 0.265429, 0.330044
0.0485047, 0.085444, 0.264438, 0.330479
0.0482002, 0.0849542, 0.263762, 0.331732
0.0479857, 0.0844936, 0.263371, 0.332971
0.0479014, 0.0845588, 0.263816, 0.336983
0.0478519, 0.0844285, 0.264097, 0.339412
0.0478676, 0.0842322, 0.264492, 0.342021
0.0478658, 0.0841236, 0.264849, 0.34532
0.0479351, 0.0842762, 0.265339, 0.349993
0.0480232, 0.0842305, 0.26594, 0.353074
0.0478906, 0.0842895, 0.266424, 0.357591
0.0477284, 0.0840655, 0.266963, 0.361343
0.0478116, 0.0841007, 0.267972, 0.366903
0.0479559, 0.08425, 0.269062, 0.371871
0.0482114, 0.0844653, 0.270113, 0.377307
0.0483653, 0.0847795, 0.271396, 0.381465
0.0487355, 0.0853318, 0.273243, 0.385964
0.0488871, 0.0856278, 0.274826, 0.38835
0.0490829, 0.0856817, 0.276549, 0.38945
0.0492867, 0.0855741, 0.278882, 0.389825
0.0494189, 0.0854709, 0.281558, 0.389939
0.0496807, 0.0852771, 0.285442, 0.389955
0.0497773, 0.085079, 0.288039, 0.389326
0.0497888, 0.0847494, 0.290406, 0.388136
0.0497589, 0.0844126, 0.292794, 0.386788
0.0498228, 0.084089, 0.29506, 0.385612
0.0502209, 0.0837679, 0.298142, 0.384462
0.0506285, 0.0835326, 0.301152, 0.383478
0.050898, 0.0834483, 0.303928, 0.382754
0.0510138, 0.0835776, 0.306221, 0.382148
0.0511898, 0.0835073, 0.308896, 0.380825
0.0513758, 0.0833097, 0.311593, 0.379195
0.0514877, 0.0831495, 0.316151, 0.378775
0.0517556, 0.0831075, 0.321544, 0.382523
0.0519614, 0.0831427, 0.325523, 0.391508
0.0520666, 0.0831107, 0.328303, 0.395693
0.052216, 0.0828216, 0.3309, 0.397258
0.0522938, 0.0825512, 0.332821, 0.397847
0.0523933, 0.0822515, 0.334797, 0.397326
0.0525049, 0.0820102, 0.336583, 0.397006
0.0526137, 0.0816939, 0.338175, 0.396658
0.0526919, 0.0813471, 0.339507, 0.396534
0.0528797, 0.0809883, 0.340824, 0.396159
0.053003, 0.0806642, 0.341857, 0.396398
0.053081, 0.0804196, 0.342223, 0.396861
0.0529997, 0.0802476, 0.341704, 0.397678
0.0529453, 0.0802221, 0.341113, 0.398842
0.052838, 0.0803421, 0.340426, 0.400424
0.0528112, 0.0801727, 0.340385, 0.400745
0.052681, 0.0800649, 0.339902, 0.401228
0.0525778, 0.079858, 0.339383, 0.401114
0.0524657, 0.0796381, 0.338718, 0.400743
0.0523369, 0.0796202, 0.338034, 0.401266
0.0521722, 0.0796236, 0.337417, 0.401634
0.0519871, 0.0797448, 0.336728, 0.402169
0.0518089, 0.0799598, 0.335988, 0.402603
0.0516289, 0.0803501, 0.335277, 0.403195
0.0514444, 0.0805557, 0.334965, 0.403156
0.0512755, 0.0813759, 0.334811, 0.404235
0.051126, 0.0823877, 0.335208, 0.40544
0.0510429, 0.0828841, 0.336161, 0.405376
0.0510022, 0.0829801, 0.337543, 0.404851
0.0511355, 0.0829174, 0.339758, 0.40457
0.051494, 0.0827602, 0.342721, 0.404965
0.0520741, 0.0825761, 0.346282, 0.406323
0.0528119, 0.0827042, 0.350287, 0.411124
0.0537537, 0.0829659, 0.35457, 0.416306
0.0544155, 0.0832721, 0.358096, 0.420971
0.0551694, 0.0841094, 0.361864, 0.427678
0.055698, 0.0847197, 0.364943, 0.432522
0.0561995, 0.0851864, 0.367854, 0.436411
0.05663, 0.085653, 0.370204, 0.44006
0.0569393, 0.0860731, 0.371897, 0.44333
0.0572025, 0.0865352, 0.373548, 0.446657
0.0574389, 0.0868054, 0.375206, 0.448916
0.0577367, 0.0873799, 0.376887, 0.452295
0.0581089, 0.0884457, 0.378785, 0.457194
0.0587748, 0.0904233, 0.381238, 0.464793
0.0590934, 0.0916132, 0.382975, 0.46892
0.0594336, 0.0927335, 0.38468, 0.472382
0.0599379, 0.0943089, 0.386929, 0.476718
0.0602854, 0.095389, 0.388407, 0.479318
0.060456, 0.0960016, 0.389422, 0.480573
0.0606474, 0.0964195, 0.390436, 0.481278
0.0609317, 0.0965788, 0.391789, 0.481354
0.061406, 0.0966726, 0.393486, 0.481263
0.0618224, 0.0965451, 0.394992, 0.480909
0.0621912, 0.0965305, 0.396512, 0.480585
0.0624777, 0.0966255, 0.397827, 0.480332
0.0628171, 0.0966552, 0.399158, 0.479929
0.0632695, 0.0967215, 0.400604, 0.479587
0.0636952, 0.0966767, 0.402539, 0.478893
0.0639692, 0.0965381, 0.404822, 0.477838
0.0642429, 0.0964048, 0.406459, 0.477022
0.0643966, 0.0962486, 0.407303, 0.476936
0.0644993, 0.0961392, 0.407855, 0.477159
0.0646862, 0.0959991, 0.40858, 0.476856
0.0649997, 0.0959064, 0.409893, 0.476468
0.0652977, 0.0957803, 0.411227, 0.475751
0.0655091, 0.0956773, 0.411889, 0.475115
0.0656611, 0.0955873, 0.412439, 0.474319
0.0658449, 0.0954927, 0.412993, 0.473536
0.0659698, 0.0953514, 0.413543, 0.472775
0.0661807, 0.0953625, 0.414264, 0.472645
0.0663406, 0.0954098, 0.415021, 0.472429
0.066382, 0.0958506, 0.415331, 0.473796
0.0665335, 0.0962797, 0.416048, 0.474775
0.0666698, 0.0963242, 0.417012, 0.474315
0.0668564, 0.0964372, 0.418793, 0.473841
0.0670377, 0.0964313, 0.420449, 0.47302
0.0672163, 0.0963116, 0.421578, 0.47198
0.0675857, 0.0961338, 0.42375, 0.471112
0.0679207, 0.0959636, 0.425489, 0.470153
0.0682398, 0.0957844, 0.427078, 0.469073
0.0685839, 0.0956274, 0.428648, 0.468056
0.0688875, 0.0954421, 0.430055, 0.46691
0.0693141, 0.0953218, 0.431812, 0.465957
0.0696776, 0.0952687, 0.433261, 0.465171
0.0700027, 0.0951057, 0.434475, 0.464021
0.0703039, 0.0949191, 0.435629, 0.463114
0.0706121, 0.0948039, 0.436772, 0.46263
0.0709371, 0.0946832, 0.437852, 0.462122
0.0711526, 0.094741, 0.438428, 0.462507
0.0712981, 0.0948481, 0.438497, 0.463246
0.071504, 0.0948569, 0.438813, 0.463421
0.071754, 0.0948206, 0.43932, 0.463307
0.0719405, 0.0947321, 0.439544, 0.463008
0.0721183, 0.0945399, 0.439826, 0.462205
0.0723043, 0.0943603, 0.440157, 0.461419
0.0724776, 0.0941463, 0.440438, 0.460461
0.0726791, 0.0939272, 0.440846, 0.459423
0.0729008, 0.0937177, 0.441329, 0.458414
0.0730966, 0.0935156, 0.441733, 0.457322
0.0733152, 0.0933415, 0.442254, 0.456265
0.0734691, 0.0931432, 0.44246, 0.45532
0.0735922, 0.0929436, 0.442714, 0.454494
0.0737504, 0.0927326, 0.443247, 0.453827
0.0738751, 0.0925402, 0.443775, 0.453383
0.0740507, 0.0923385, 0.444851, 0.452739
0.0742825, 0.0921435, 0.446156, 0.452114
0.0745988, 0.0920158, 0.447577, 0.45176
0.0749304, 0.0919441, 0.448726, 0.451774
0.0753224, 0.0918637, 0.449968, 0.451568
0.0756554, 0.0918221, 0.450717, 0.451765
0.0759232, 0.0918107, 0.451391, 0.4517
0.076116, 0.0917002, 0.452235, 0.451055
0.0763092, 0.0916128, 0.453215, 0.450323
0.0765475, 0.0915196, 0.454244, 0.44959
0.076821, 0.0914283, 0.455594, 0.448774
0.0770307, 0.0913059, 0.456708, 0.448142
0.0773172, 0.0912667, 0.457854, 0.448052
0.077494, 0.0912471, 0.458801, 0.448077
0.0775938, 0.0912829, 0.459654, 0.448284
0.0776747, 0.0913429, 0.460321, 0.448553
0.0778291, 0.0912518, 0.461426, 0.448072
0.0779376, 0.0911467, 0.462491, 0.447511
0.0779976, 0.0912453, 0.463352, 0.447688
0.0781466, 0.0912898, 0.464687, 0.447518
0.0782762, 0.0912772, 0.465843, 0.447141
0.0784527, 0.0913486, 0.467146, 0.446952
